ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,order_value_INR,delivery_time_minutes,status,distance_km,_approx_place,place_type
ORD0361,DP0303,27,4.2,12.809514,77.65183,12.812874,77.764908,2024-04-02,14:44:03,604.0,47.0,Delivered,12.266,Bengaluru,Metro
ORD0362,DP0203,41,4.6,17.213369,78.305386,17.149142,78.415216,2025-05-28,12:41:15,1228.0,50.0,Delivered,13.68,Hyderabad,Metro
ORD0363,DP0288,27,4.2,19.363136,72.803746,19.265073,72.759456,2024-06-25,17:37:35,389.0,41.0,Delivered,11.853,Mumbai,Metro
ORD0364,DP0179,32,5.0,19.352295,72.929051,19.419547,72.85864,2024-10-07,18:09:37,556.0,42.0,Delivered,10.51,Mumbai,Metro
ORD0365,DP0152,45,4.3,12.959027,77.5153,13.005267,77.614602,2024-02-07,09:38:30,681.0,67.0,Delivered,11.925,Bengaluru,Metro
ORD0366,DP0255,39,3.9,18.593174,73.880062,18.624028,73.948271,2024-12-23,22:40:50,317.0,40.0,Delivered,7.965,Pune,Metro
ORD0367,DP0259,27,4.0,28.680708,76.908327,28.639475,77.007866,2025-09-16,11:09:20,491.0,41.0,Delivered,10.74,Delhi,Metro
ORD0368,DP0024,42,4.8,28.66897,77.089261,28.722729,77.206119,2024-11-14,12:15:50,424.0,43.0,Delivered,12.871,Delhi,Metro
ORD0369,DP0005,37,3.6,22.792802,88.530524,22.731458,88.642177,2024-08-07,16:20:40,450.0,57.0,Delivered,13.326,Kolkata,Metro
ORD0370,DP0237,36,4.8,19.397152,72.938091,19.426444,73.014296,2024-12-01,22:42:11,244.0,32.0,Delivered,8.63,Mumbai,Metro
ORD0371,DP0289,24,4.2,12.819499,77.379604,12.739063,77.473189,2025-02-25,21:46:55,427.0,65.0,Delivered,13.527,Bengaluru,Metro
ORD0372,DP0388,34,4.9,13.216417,77.623315,13.292069,77.627413,2025-03-13,22:21:33,595.0,21.0,Delivered,8.424,Bengaluru,Metro
ORD0373,DP0345,34,5.0,17.527183,78.58729,17.576097,78.500457,2025-09-29,18:52:19,1160.0,41.0,Delivered,10.693,Hyderabad,Metro
ORD0374,DP0356,24,4.0,18.572784,73.948169,18.4944,73.949879,2024-07-26,21:19:42,822.0,40.0,Delivered,8.718,Pune,Metro
ORD0375,DP0101,31,4.1,17.599565,78.567539,17.534924,78.514454,2024-05-24,08:07:18,1896.0,50.0,Delivered,9.129,Hyderabad,Metro
ORD0376,DP0285,41,4.1,13.116702,80.463834,13.137779,80.482222,2024-12-01,22:54:32,245.0,19.0,Delivered,3.075,Chennai,Metro
ORD0377,DP0397,35,4.1,22.515757,88.238797,22.553874,88.119748,2024-01-19,13:03:38,773.0,42.0,Delivered,12.941,Kolkata,Metro
ORD0378,DP0380,25,4.6,22.683686,88.259267,22.661415,88.212037,2024-02-11,18:44:40,478.0,34.0,Delivered,5.442,Kolkata,Metro
ORD0379,DP0339,25,4.5,12.75122,77.660148,12.77201,77.552178,2025-06-03,13:49:26,1945.0,40.0,Delivered,11.935,Bengaluru,Metro
ORD0380,DP0051,36,4.5,28.582698,77.004258,28.517627,77.121182,2025-10-11,14:27:20,239.0,48.0,Delivered,13.52,Delhi,Metro
ORD0381,DP0074,31,4.1,28.814091,77.157514,28.722059,77.131348,2024-06-07,12:44:01,233.0,36.0,Delivered,10.547,Delhi,Metro
ORD0382,DP0037,22,4.9,28.779309,76.822212,28.872049,76.878237,2024-04-12,16:06:05,276.0,46.0,Delivered,11.667,Delhi,Metro
ORD0383,DP0124,34,4.1,18.830583,73.035194,18.939897,73.012276,2024-04-10,19:55:19,95.0,62.0,Delivered,12.392,Mumbai,Metro
ORD0384,DP0321,32,4.6,12.986812,80.133979,12.959216,80.13243,2024-11-06,16:46:01,291.0,16.0,Delivered,3.073,Chennai,Metro
ORD0385,DP0253,38,5.0,13.293216,80.249006,13.404574,80.322162,2024-02-18,16:21:00,247.0,55.0,Delivered,14.696,Chennai,Metro
ORD0386,DP0116,18,4.3,18.455705,73.755616,18.530395,73.819308,2024-09-18,20:58:02,467.0,59.0,Delayed,10.681,Pune,Metro
ORD0387,DP0241,32,4.5,22.888644,88.396234,22.924316,88.509474,2024-06-06,13:36:07,534.0,39.0,Delivered,12.258,Kolkata,Metro
ORD0388,DP0192,29,4.1,12.954254,80.172824,13.025991,80.127815,2024-10-24,20:04:21,1562.0,45.0,Delivered,9.349,Chennai,Metro
ORD0389,DP0170,33,3.6,13.0962,80.426238,13.027586,80.394824,2025-01-26,09:56:23,817.0,36.0,Delivered,8.354,Chennai,Metro
ORD0390,DP0164,33,4.6,13.067844,77.765069,13.136951,77.709106,2024-12-24,11:36:29,280.0,,Cancelled,9.787,Bengaluru,Metro
ORD0391,DP0375,30,3.7,28.857777,77.131761,28.935078,77.187276,2025-08-24,13:43:09,224.0,50.0,Delivered,10.153,Delhi,Metro
ORD0392,DP0363,35,4.5,28.664303,77.487399,28.792837,77.446198,2025-05-30,11:27:35,593.0,51.0,Delivered,14.846,Delhi,Metro
ORD0393,DP0057,35,3.9,28.581246,76.878287,28.665236,76.986475,2024-06-21,14:16:05,167.0,54.0,Delivered,14.097,Delhi,Metro
ORD0394,DP0400,24,4.6,19.148956,73.002014,19.245222,72.964952,2025-02-13,07:24:01,1514.0,44.0,Delivered,11.39,Mumbai,Metro
ORD0395,DP0022,34,4.1,13.25917,80.168288,13.141876,80.222141,2024-12-17,19:51:57,959.0,72.0,Delivered,14.286,Chennai,Metro
ORD0396,DP0251,32,4.6,18.549227,74.081862,18.449832,73.996817,2024-08-22,18:49:53,302.0,65.0,Delivered,14.233,Pune,Metro
ORD0397,DP0309,18,4.7,19.183766,72.68862,19.216678,72.738192,2024-07-19,07:33:20,127.0,31.0,Delivered,6.363,Mumbai,Metro
ORD0398,DP0061,33,4.8,13.179178,80.152794,13.186043,80.15836,2024-08-02,13:44:03,1084.0,9.0,Delivered,0.973,Chennai,Metro
ORD0399,DP0201,35,3.5,22.363589,88.420652,22.407022,88.443,2025-09-06,14:28:11,388.0,29.0,Delivered,5.348,Kolkata,Metro
ORD0400,DP0384,25,4.0,13.058235,80.270862,13.117858,80.33522,2024-07-28,20:09:15,999.0,34.0,Delivered,9.62,Chennai,Metro
ORD0401,DP0178,39,2.9,13.048458,80.297161,13.04165,80.245939,2024-01-13,08:13:54,138.0,32.0,Delivered,5.6,Chennai,Metro
ORD0402,DP0299,29,4.3,28.880433,76.858787,28.921512,76.814043,2024-08-06,07:21:45,276.0,28.0,Delivered,6.312,Delhi,Metro
ORD0403,DP0358,23,3.5,12.975228,80.144609,12.994147,80.152312,2025-06-04,21:05:37,422.0,21.0,Delivered,2.263,Chennai,Metro
ORD0404,DP0272,19,3.8,22.794222,88.452706,22.839999,88.334779,2025-09-29,21:16:02,434.0,48.0,Delivered,13.115,Kolkata,Metro
ORD0405,DP0199,38,4.3,28.864402,77.390899,28.819995,77.525274,2025-10-13,19:52:11,306.0,50.0,Delivered,13.989,Delhi,Metro
ORD0406,DP0275,18,3.4,12.945325,77.662635,12.880709,77.781456,2025-07-31,11:32:02,650.0,62.0,Delivered,14.747,Bengaluru,Metro
ORD0407,DP0277,28,5.0,22.831104,88.344053,22.850583,88.391462,2024-06-08,15:00:25,199.0,25.0,Delivered,5.319,Kolkata,Metro
ORD0408,DP0044,33,4.7,12.964735,80.123002,12.955368,80.021246,2025-03-07,13:56:23,380.0,35.0,Delivered,11.076,Chennai,Metro
ORD0409,DP0380,25,4.4,12.858137,80.216449,12.818763,80.236371,2024-11-24,14:38:04,457.0,21.0,Delivered,4.882,Chennai,Metro
ORD0410,DP0302,30,5.0,28.814704,76.990636,28.868384,76.909545,2024-12-03,17:14:27,602.0,44.0,Delivered,9.9,Delhi,Metro
ORD0411,DP0144,38,4.3,13.083775,80.090282,13.143033,79.966559,2024-05-05,21:03:40,691.0,64.0,Delivered,14.931,Chennai,Metro
ORD0412,DP0336,37,5.0,19.171926,73.250504,19.185991,73.251809,2025-01-07,19:24:44,191.0,,Cancelled,1.57,Mumbai,Metro
ORD0413,DP0106,28,4.1,12.959393,77.712756,12.939246,77.720834,2025-05-23,14:46:03,144.0,18.0,Delivered,2.405,Bengaluru,Metro
ORD0414,DP0065,38,3.2,17.167046,78.490948,17.109598,78.444568,2025-03-24,18:24:31,1027.0,32.0,Delivered,8.068,Hyderabad,Metro
ORD0415,DP0125,32,4.1,12.762782,77.651294,12.776282,77.52904,2024-04-17,11:17:43,530.0,50.0,Delivered,13.343,Bengaluru,Metro
ORD0416,DP0379,29,4.9,13.116413,77.785618,13.019733,77.759724,2025-09-27,07:55:42,249.0,44.0,Delivered,11.11,Bengaluru,Metro
ORD0417,DP0399,31,3.8,12.883361,77.328548,13.000475,77.32796,2025-07-05,19:32:10,1244.0,59.0,Delivered,13.023,Bengaluru,Metro
ORD0418,DP0216,34,5.0,12.974826,80.149705,12.99394,80.284352,2024-11-20,14:56:27,455.0,62.0,Delivered,14.743,Chennai,Metro
ORD0419,DP0346,37,3.6,18.505689,73.641799,18.434082,73.698177,2024-12-30,15:25:41,959.0,34.0,Delivered,9.938,Pune,Metro
ORD0420,DP0030,32,4.7,12.926769,77.818902,13.040578,77.835279,2025-07-06,15:03:17,440.0,52.0,Delivered,12.779,Bengaluru,Metro
ORD0421,DP0199,38,4.8,28.73128,77.107216,28.800294,77.035187,2024-05-07,08:14:41,1777.0,46.0,Delivered,10.401,Delhi,Metro
ORD0422,DP0263,35,3.1,12.990634,77.351971,12.903896,77.276684,2025-05-02,19:04:10,1435.0,66.0,Delivered,12.633,Bengaluru,Metro
ORD0423,DP0245,18,4.5,28.790446,77.101964,28.825758,76.977483,2024-09-22,11:11:04,353.0,49.0,Delivered,12.748,Delhi,Metro
ORD0424,DP0100,30,5.0,13.089131,80.111535,12.979904,80.163261,2024-02-28,11:27:59,829.0,42.0,Delivered,13.376,Chennai,Metro
ORD0425,DP0359,36,3.1,13.061077,80.10316,13.067282,80.23715,2024-07-25,13:36:02,660.0,54.0,Delivered,14.53,Chennai,Metro
ORD0426,DP0055,35,4.2,13.118274,80.509705,13.141527,80.434997,2025-03-22,18:24:35,1095.0,38.0,Delivered,8.493,Chennai,Metro
ORD0427,DP0133,32,4.5,18.482411,74.10716,18.605691,74.078309,2024-07-25,22:19:58,214.0,47.0,Delivered,14.041,Pune,Metro
ORD0428,DP0303,33,4.7,17.633879,78.491584,17.715279,78.542177,2024-12-24,12:46:18,679.0,37.0,Delivered,10.519,Hyderabad,Metro
ORD0429,DP0346,31,4.4,29.046874,77.065208,29.08744,77.055038,2024-02-03,12:56:08,881.0,23.0,Delivered,4.618,Delhi,Metro
ORD0430,DP0237,31,4.9,22.77557,88.485626,22.691297,88.463336,2025-10-16,18:22:24,123.0,46.0,Delivered,9.646,Kolkata,Metro
ORD0431,DP0197,29,3.5,13.095895,77.601053,13.213678,77.563653,2024-03-10,15:48:53,183.0,53.0,Delivered,13.709,Bengaluru,Metro
ORD0432,DP0074,26,4.5,13.123947,80.289551,13.032214,80.240627,2024-07-03,18:05:38,101.0,47.0,Delivered,11.495,Chennai,Metro
ORD0433,DP0329,18,4.9,28.663567,76.873753,28.765038,76.956097,2025-06-03,12:06:12,348.0,49.0,Delivered,13.849,Delhi,Metro
ORD0434,DP0332,22,5.0,28.541447,77.299975,28.439809,77.383804,2024-07-20,11:10:26,694.0,57.0,Delivered,13.959,Delhi,Metro
ORD0435,DP0103,26,5.0,13.022744,77.75243,12.934011,77.841257,2025-09-20,18:06:52,1202.0,61.0,Delivered,13.784,Bengaluru,Metro
ORD0436,DP0146,19,3.7,18.818382,72.960509,18.690981,72.968479,2024-08-23,11:03:54,442.0,50.0,Delivered,14.191,Mumbai,Metro
ORD0437,DP0280,36,3.9,28.927001,77.129041,28.964928,77.060079,2025-06-30,21:54:14,1313.0,41.0,Delivered,7.925,Delhi,Metro
ORD0438,DP0330,33,3.6,13.114346,80.503941,13.199511,80.439163,2024-12-17,19:09:34,160.0,54.0,Delivered,11.784,Chennai,Metro
ORD0439,DP0137,36,5.0,12.905313,80.278825,12.899826,80.275094,2024-03-24,11:47:56,127.0,9.0,Delivered,0.732,Chennai,Metro
ORD0440,DP0182,29,3.5,17.495516,78.67584,17.374759,78.712071,2025-01-02,07:47:47,404.0,55.0,Delivered,13.967,Hyderabad,Metro
ORD0441,DP0213,30,4.1,28.569471,77.220515,28.587729,77.296358,2025-07-20,00:06:41,550.0,26.0,Delivered,7.679,Delhi,Metro
ORD0442,DP0232,29,4.2,28.754959,77.402613,28.685494,77.341138,2024-01-23,11:35:24,410.0,39.0,Delivered,9.778,Delhi,Metro
ORD0443,DP0106,20,3.7,12.872904,77.636401,12.855166,77.623637,2024-08-15,14:46:14,99.0,15.0,Delivered,2.409,Bengaluru,Metro
ORD0444,DP0140,23,3.7,13.03189,77.322209,13.072191,77.443154,2025-08-22,18:26:41,395.0,62.0,Delivered,13.846,Bengaluru,Metro
ORD0445,DP0352,32,4.3,17.35098,78.64818,17.259236,78.741691,2024-01-05,16:48:21,169.0,51.0,Delivered,14.234,Hyderabad,Metro
ORD0446,DP0169,44,5.0,19.088685,72.46024,18.984958,72.47334,2024-01-19,20:29:29,671.0,56.0,Delivered,11.616,Mumbai,Metro
ORD0447,DP0375,25,3.5,19.409427,72.657913,19.337274,72.568349,2025-10-09,23:48:20,543.0,42.0,Delivered,12.355,Mumbai,Metro
ORD0448,DP0015,18,4.8,12.96307,80.265468,12.885542,80.315081,2024-05-04,14:48:04,218.0,38.0,Delivered,10.16,Chennai,Metro
ORD0449,DP0047,39,4.8,28.757656,77.195926,28.810373,77.174524,2024-12-01,15:09:30,293.0,24.0,Delivered,6.222,Delhi,Metro
ORD0450,DP0143,37,3.8,22.691599,88.099111,22.811,88.081444,2024-01-20,12:22:07,200.0,51.0,Delivered,13.4,Kolkata,Metro
ORD0451,DP0199,33,5.0,22.819169,88.412218,22.777963,88.312439,2024-07-30,21:16:01,402.0,56.0,Delivered,11.207,Kolkata,Metro
ORD0452,DP0214,31,4.3,12.814467,77.754222,12.734321,77.829116,2025-01-25,11:48:33,820.0,41.0,Delivered,12.057,Bengaluru,Metro
ORD0453,DP0308,33,5.0,22.746346,88.196874,22.81449,88.235913,2024-11-05,22:52:09,211.0,,Cancelled,8.569,Kolkata,Metro
ORD0454,DP0342,28,4.8,18.480219,73.971932,18.565656,73.880708,2024-12-17,14:05:45,598.0,39.0,Delivered,13.519,Pune,Metro
ORD0455,DP0028,34,4.5,17.647957,78.542897,17.609713,78.661994,2025-06-03,13:54:07,290.0,53.0,Delivered,13.318,Hyderabad,Metro
ORD0456,DP0136,40,3.4,12.985926,77.499772,12.934039,77.393294,2024-08-07,14:43:06,241.0,55.0,Delivered,12.9,Bengaluru,Metro
ORD0457,DP0077,34,3.4,18.53961,74.077673,18.477136,74.19986,2025-03-16,14:46:58,390.0,47.0,Delivered,14.637,Pune,Metro
ORD0458,DP0105,37,4.2,13.242113,77.594464,13.247317,77.52106,2024-06-20,21:46:40,203.0,37.0,Delivered,7.966,Bengaluru,Metro
ORD0459,DP0301,27,3.6,28.667912,77.069887,28.752774,77.162591,2025-08-17,17:09:41,285.0,47.0,Delivered,13.068,Delhi,Metro
ORD0460,DP0111,23,3.3,28.81761,77.427084,28.813993,77.464812,2025-06-24,14:20:32,182.0,14.0,Delivered,3.698,Delhi,Metro
ORD0461,DP0300,35,4.0,13.077849,77.388974,13.180535,77.367143,2025-09-07,07:47:43,1662.0,46.0,Delivered,11.66,Bengaluru,Metro
ORD0462,DP0181,27,5.0,12.96403,80.209952,12.863167,80.205602,2024-09-15,07:08:31,430.0,50.0,Delayed,11.225,Chennai,Metro
ORD0463,DP0260,31,4.7,22.565821,88.673708,22.567523,88.620903,2024-02-23,14:55:23,257.0,30.0,Delivered,5.425,Kolkata,Metro
ORD0464,DP0162,37,4.3,22.82384,88.170572,22.691968,88.157028,2024-10-10,11:43:28,488.0,49.0,Delivered,14.729,Kolkata,Metro
ORD0465,DP0053,33,4.6,12.913548,77.863654,12.922244,77.837112,2024-12-06,14:34:47,388.0,,Cancelled,3.035,Bengaluru,Metro
ORD0466,DP0325,34,4.3,28.403206,77.213046,28.364057,77.205523,2024-02-01,13:03:00,360.0,21.0,Delivered,4.415,Delhi,Metro
ORD0467,DP0379,33,3.9,28.712558,76.771609,28.710345,76.909022,2024-07-25,19:06:05,646.0,58.0,Delivered,13.403,Delhi,Metro
ORD0468,DP0126,37,4.5,19.102867,72.625674,19.098634,72.572568,2025-03-17,18:33:06,714.0,23.0,Delivered,5.6,Mumbai,Metro
ORD0469,DP0194,29,4.1,18.86,73.054327,18.867564,73.106762,2025-02-28,11:53:18,290.0,23.0,Delivered,5.581,Mumbai,Metro
ORD0470,DP0047,32,4.6,13.00188,77.407213,12.947967,77.495167,2024-11-08,08:43:29,281.0,73.0,Delayed,11.259,Bengaluru,Metro
ORD0471,DP0044,32,4.5,28.801392,76.895872,28.74564,76.798446,2024-12-21,20:26:37,346.0,54.0,Delayed,11.34,Delhi,Metro
ORD0472,DP0058,34,3.7,28.350188,77.161606,28.332338,77.288806,2025-06-07,19:57:42,84.0,54.0,Delivered,12.606,Delhi,Metro
ORD0473,DP0247,37,4.4,12.93146,80.197231,13.036183,80.203383,2024-02-02,13:46:06,145.0,44.0,Delivered,11.664,Chennai,Metro
ORD0474,DP0122,33,4.4,13.058196,77.487392,12.987452,77.485403,2024-05-09,13:52:56,1093.0,33.0,Delivered,7.869,Bengaluru,Metro
ORD0475,DP0326,38,4.4,18.672398,73.819622,18.716287,73.697685,2024-10-29,19:09:32,1328.0,69.0,Delivered,13.739,Pune,Metro
ORD0476,DP0010,28,4.6,13.166078,80.239537,13.250241,80.160486,2024-03-21,14:33:31,353.0,57.0,Delivered,12.681,Chennai,Metro
ORD0477,DP0300,34,3.8,28.622482,76.758116,28.644647,76.853338,2025-09-28,00:54:57,629.0,32.0,Delivered,9.615,Delhi,Metro
ORD0478,DP0036,31,4.7,12.833776,77.34226,12.740702,77.272086,2024-02-01,13:24:46,522.0,59.0,Delayed,12.846,Bengaluru,Metro
ORD0479,DP0052,32,5.0,17.467515,78.437812,17.493034,78.326264,2025-07-30,22:59:41,3624.0,,Cancelled,12.166,Hyderabad,Metro
ORD0480,DP0205,38,3.2,12.965495,80.28703,12.954986,80.421405,2024-08-17,19:20:27,920.0,55.0,Delivered,14.608,Chennai,Metro
ORD0481,DP0091,31,4.1,18.389951,74.038895,18.401769,74.003424,2024-05-06,22:58:47,384.0,20.0,Delivered,3.967,Pune,Metro
ORD0482,DP0102,28,3.6,22.43923,88.674012,22.439459,88.747057,2025-06-04,14:07:17,215.0,30.0,Delivered,7.507,Kolkata,Metro
ORD0483,DP0399,23,5.0,13.101092,77.519569,13.062849,77.401505,2024-01-30,12:49:25,136.0,75.0,Delivered,13.476,Bengaluru,Metro
ORD0484,DP0302,30,4.5,28.64328,77.398391,28.598417,77.464961,2024-10-25,22:46:22,484.0,34.0,Delivered,8.192,Delhi,Metro
ORD0485,DP0010,31,4.3,28.782145,77.326218,28.770614,77.450663,2025-05-23,16:36:31,247.0,51.0,Delivered,12.196,Delhi,Metro
ORD0486,DP0010,48,3.3,22.394555,88.38176,22.343467,88.502742,2024-08-05,12:33:20,155.0,58.0,Delivered,13.676,Kolkata,Metro
ORD0487,DP0171,35,4.5,18.321569,73.7301,18.295003,73.725657,2024-01-19,20:46:28,267.0,23.0,Delivered,2.991,Pune,Metro
ORD0488,DP0064,40,4.1,18.765196,72.615022,18.66155,72.655532,2025-03-24,15:57:37,197.0,49.0,Delivered,12.289,Mumbai,Metro
ORD0489,DP0343,29,4.3,13.184416,77.481699,13.144717,77.513939,2025-07-04,09:55:06,1368.0,,Cancelled,5.628,Bengaluru,Metro
ORD0490,DP0361,41,4.2,28.607177,76.928971,28.556357,76.85736,2024-11-02,19:41:35,779.0,36.0,Delivered,8.99,Delhi,Metro
ORD0491,DP0091,36,3.6,28.562147,77.119575,28.613882,77.213494,2024-01-14,12:35:02,418.0,46.0,Delivered,10.825,Delhi,Metro
ORD0492,DP0326,27,4.9,28.396342,76.963159,28.440586,77.017124,2024-08-21,12:51:42,1183.0,37.0,Delivered,7.215,Delhi,Metro
ORD0493,DP0324,45,3.4,17.482782,78.217462,17.452076,78.188178,2024-10-03,14:07:07,443.0,24.0,Delivered,4.616,Hyderabad,Metro
ORD0494,DP0285,39,4.4,22.750123,88.36149,22.79403,88.235398,2025-07-13,18:23:51,230.0,69.0,Delayed,13.819,Kolkata,Metro
ORD0495,DP0142,43,4.3,22.705879,88.272876,22.696003,88.18547,2024-08-22,12:59:27,1220.0,41.0,Delivered,9.033,Kolkata,Metro
ORD0496,DP0194,39,4.5,19.019244,72.794743,19.060774,72.877774,2025-02-24,16:16:09,612.0,36.0,Delivered,9.874,Mumbai,Metro
ORD0497,DP0066,26,4.3,19.107221,72.83872,19.173152,72.893892,2025-03-15,01:43:36,203.0,29.0,Delivered,9.345,Mumbai,Metro
ORD0498,DP0223,28,5.0,28.511945,77.141835,28.548576,77.142345,2025-08-10,07:47:01,368.0,24.0,Delivered,4.073,Delhi,Metro
ORD0499,DP0193,23,3.6,18.956351,72.706791,18.950874,72.674079,2024-08-29,12:02:11,228.0,20.0,Delivered,3.494,Mumbai,Metro
ORD0500,DP0155,24,3.7,12.958224,77.339701,12.988527,77.255188,2025-04-06,16:31:35,160.0,34.0,Delivered,9.758,Bengaluru,Metro
ORD0501,DP0022,18,3.6,12.871915,77.593686,12.840051,77.703735,2024-04-13,11:30:55,803.0,50.0,Delivered,12.445,Bengaluru,Metro
ORD0502,DP0078,36,3.4,12.943975,77.489095,13.001446,77.387452,2025-06-22,19:43:44,1599.0,56.0,Delivered,12.733,Bengaluru,Metro
ORD0503,DP0302,27,4.8,22.48806,88.406805,22.58083,88.503024,2024-02-04,20:50:04,158.0,65.0,Delivered,14.285,Kolkata,Metro
ORD0504,DP0266,38,2.9,22.29597,88.344223,22.238848,88.272872,2025-02-06,18:06:20,623.0,40.0,Delivered,9.708,Kolkata,Metro
ORD0505,DP0223,41,3.9,19.058161,72.874799,19.081321,72.989969,2024-10-28,23:44:09,266.0,43.0,Delivered,12.374,Mumbai,Metro
ORD0506,DP0205,29,4.0,12.98001,80.228458,13.062521,80.284652,2024-09-29,21:31:51,299.0,59.0,Delivered,11.011,Chennai,Metro
ORD0507,DP0015,37,4.0,18.804248,73.023356,18.79265,73.045694,2025-03-12,14:31:09,277.0,15.0,Delivered,2.682,Mumbai,Metro
ORD0508,DP0326,27,3.2,22.760777,88.573385,22.766662,88.699515,2024-01-08,11:16:28,229.0,52.0,Delivered,12.949,Kolkata,Metro
ORD0509,DP0316,37,5.0,12.866737,77.855211,12.776618,77.914753,2024-12-21,20:46:55,435.0,54.0,Delivered,11.92,Bengaluru,Metro
ORD0510,DP0150,19,4.0,18.524444,73.643101,18.416328,73.670703,2024-09-03,13:06:50,235.0,42.0,Delivered,12.369,Pune,Metro
ORD0511,DP0269,30,4.8,12.957369,77.649162,12.877525,77.612507,2024-08-07,22:02:28,508.0,29.0,Delivered,9.727,Bengaluru,Metro
ORD0512,DP0325,35,4.7,13.23107,77.590962,13.208594,77.522164,2025-05-15,18:56:32,405.0,38.0,Delivered,7.855,Bengaluru,Metro
ORD0513,DP0029,24,4.7,22.619938,88.07806,22.515048,88.156328,2025-08-02,11:51:18,355.0,58.0,Delivered,14.164,Kolkata,Metro
ORD0514,DP0170,39,4.6,18.60136,73.662523,18.635729,73.622617,2024-10-09,07:46:58,223.0,19.0,Delivered,5.682,Pune,Metro
ORD0515,DP0162,34,5.0,18.83504,72.977217,18.717646,72.920025,2024-12-30,14:49:30,280.0,55.0,Delivered,14.375,Mumbai,Metro
ORD0516,DP0220,38,2.9,13.062632,80.052614,13.10449,80.165924,2024-02-03,01:20:26,713.0,42.0,Delivered,13.125,Chennai,Metro
ORD0517,DP0333,41,4.4,18.789587,72.741998,18.841938,72.669026,2024-10-08,20:39:42,596.0,50.0,Delivered,9.637,Mumbai,Metro
ORD0518,DP0145,36,4.8,13.237352,80.261611,13.178508,80.199587,2024-10-17,12:42:47,212.0,46.0,Delivered,9.375,Chennai,Metro
ORD0519,DP0247,18,3.8,28.525033,77.182398,28.52013,77.2838,2024-11-21,18:23:52,450.0,39.0,Delivered,9.922,Delhi,Metro
ORD0520,DP0005,34,3.8,13.083731,77.50542,13.143914,77.625526,2024-03-25,14:29:28,711.0,52.0,Delivered,14.627,Bengaluru,Metro
ORD0521,DP0292,35,4.8,12.733807,77.541047,12.802332,77.492018,2025-10-03,14:37:02,131.0,29.0,Delivered,9.291,Bengaluru,Metro
ORD0522,DP0131,42,4.4,18.824738,72.956146,18.771828,72.826885,2025-08-06,10:38:13,614.0,,Cancelled,14.824,Mumbai,Metro
ORD0523,DP0004,31,4.6,12.883038,77.431549,12.947351,77.552984,2024-05-07,18:08:01,264.0,60.0,Delivered,14.979,Bengaluru,Metro
ORD0524,DP0085,36,4.1,22.464303,88.335688,22.508695,88.346983,2024-01-02,15:12:22,626.0,20.0,Delivered,5.071,Kolkata,Metro
ORD0525,DP0206,32,5.0,13.261928,80.132923,13.344751,80.091743,2024-10-28,23:34:36,246.0,44.0,Delivered,10.231,Chennai,Metro
ORD0526,DP0380,30,3.7,19.32127,72.997744,19.374002,72.867148,2024-05-22,14:52:42,119.0,42.0,Delivered,14.903,Mumbai,Metro
ORD0527,DP0033,26,3.8,28.541361,77.089718,28.604708,77.104049,2024-10-26,13:05:57,134.0,23.0,Delivered,7.182,Delhi,Metro
ORD0528,DP0039,19,5.0,13.111932,77.499707,13.209357,77.467466,2024-01-12,08:53:21,434.0,43.0,Delivered,11.382,Bengaluru,Metro
ORD0529,DP0071,27,4.6,17.171384,78.577355,17.227068,78.48215,2024-06-01,19:34:31,504.0,45.0,Delivered,11.858,Hyderabad,Metro
ORD0530,DP0242,33,4.9,13.18721,80.415807,13.250039,80.431059,2025-04-19,11:09:30,223.0,30.0,Delivered,7.179,Chennai,Metro
ORD0531,DP0056,25,5.0,17.408183,78.648289,17.354767,78.726437,2025-05-16,16:56:05,657.0,37.0,Delivered,10.201,Hyderabad,Metro
ORD0532,DP0153,26,4.1,28.770406,77.485857,28.808868,77.357758,2024-07-02,17:18:22,131.0,44.0,Delivered,13.196,Delhi,Metro
ORD0533,DP0062,31,4.8,12.945056,80.076724,12.838822,80.008289,2024-06-28,07:36:34,401.0,64.0,Delivered,13.949,Chennai,Metro
ORD0534,DP0009,28,4.0,29.052475,77.040789,29.031136,76.941979,2024-10-31,19:39:58,180.0,46.0,Delivered,9.894,Delhi,Metro
ORD0535,DP0089,34,3.6,18.620288,73.764703,18.655358,73.852825,2024-09-15,16:29:01,266.0,35.0,Delivered,10.071,Pune,Metro
ORD0536,DP0035,23,4.6,18.47081,73.833203,18.402297,73.798485,2025-08-16,18:52:42,434.0,53.0,Delivered,8.453,Pune,Metro
ORD0537,DP0042,32,3.7,13.232005,80.418205,13.255626,80.517325,2025-07-23,20:05:04,230.0,42.0,Delivered,11.045,Chennai,Metro
ORD0538,DP0186,36,4.4,13.133605,77.677841,13.16951,77.755673,2024-10-11,19:36:37,321.0,50.0,Delivered,9.325,Bengaluru,Metro
ORD0539,DP0125,29,4.7,28.417778,77.252963,28.353284,77.216437,2025-01-21,01:58:13,850.0,33.0,Delivered,8.012,Delhi,Metro
ORD0540,DP0373,25,4.4,19.117514,73.140227,19.074569,73.062594,2024-05-15,18:16:40,280.0,39.0,Delivered,9.452,Mumbai,Metro
